coin,cluster_id,t_start,t_end,deficit_usd,total_capacity_usd,budget_queue_usd,overshoot_queue_usd,residual_queue_usd
SKY,2,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,7462.022889279565,0.6123129649287106,0.6123129649287106,0.0
SKY,3,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,10052.176844756204,7382.490492163021,7382.490492163021,0.0
SKY,4,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,67468.69106720093,50807.61128822109,50807.61128822109,0.0
SKY,5,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,63633.16799100001,40248.370761,40248.370761,0.0
SNX,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,72.64936900000032,48972.30167000003,29902.515951,29829.866582000002,0.0
SNX,2,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,116215.10984800002,98675.795586,98675.795586,0.0
SNX,3,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,204611.81171699995,144061.288179,144061.288179,0.0
SNX,4,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,47782.578223,273101.925248,250737.784899,202955.206676,0.0
SNX,5,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,275601.50051681953,261624.59240810122,261624.59240810122,0.0
SNX,6,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,104866.31959300001,20578.751552,20578.751552,0.0
SNX,7,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,5177.0907,415.539823,415.539823,0.0
SNX,8,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,1894.2832799999992,612.020213,612.020213,0.0
SNX,9,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,63337.9460098119,7722.695710730517,7722.695710730517,0.0
SOL,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,81.72792,1.53748,1.53748,0.0
SOL,2,2025-10-10 21:17:06.037000+00:00,2025-10-10 21:17:06.037000+00:00,9544.954479000002,26323635.475794993,25633102.058718994,25623557.104239993,0.0
SOL,3,2025-10-10 21:17:47.450000+00:00,2025-10-10 21:17:47.450000+00:00,157.464618,9604246.214706998,7671496.592695997,7671339.128077997,0.0
SOL,4,2025-10-10 21:18:32.648000+00:00,2025-10-10 21:18:32.648000+00:00,0.0,71.61399999999993,1.098,1.098,0.0
SOL,5,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:25.321000+00:00,1818.176604000003,36160010.14930913,28711933.018669292,28710114.842065293,0.0
SOL,6,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:34.026000+00:00,4.198671999999991,455785.7245276906,442806.792456053,442802.593784053,0.0
SOL,7,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,1149.792,10.8794,10.8794,0.0
SOL,8,2025-10-10 21:19:52.582000+00:00,2025-10-10 21:19:52.582000+00:00,2515.455551999985,10957264.513056424,4690920.823599936,4688405.368047937,0.0
SOL,9,2025-10-10 21:20:13.964000+00:00,2025-10-10 21:20:13.964000+00:00,0.0,0.0,0.0,0.0,0.0
SOL,10,2025-10-10 21:21:39.053000+00:00,2025-10-10 21:21:39.053000+00:00,0.0,6498.858500000002,1017.2345,1017.2345,0.0
SOL,11,2025-10-10 21:22:03.819000+00:00,2025-10-10 21:22:03.819000+00:00,0.0,5331.701263943435,4229.982653943435,4229.982653943435,0.0
SOL,12,2025-10-10 21:22:29.511000+00:00,2025-10-10 21:22:29.511000+00:00,0.0,1660.2420000000004,419.32124799999997,419.32124799999997,0.0
SOPH,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,51555.63433,50576.402544,50576.402544,0.0
SOPH,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,10596.540855000005,4322.286566,4322.286566,0.0
SOPH,3,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,56159.13295194751,42165.92599257454,42165.92599257454,0.0
SPX,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,4416.899849999999,4227.648516,4227.648516,0.0
SPX,2,2025-10-10 21:17:44.653000+00:00,2025-10-10 21:17:44.653000+00:00,0.0,12060.489552129166,4954.180155129166,4954.180155129166,0.0
SPX,3,2025-10-10 21:18:35.747000+00:00,2025-10-10 21:18:35.747000+00:00,0.0,105.108,93.058272,93.058272,0.0
SPX,4,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,403369.78151347395,391070.45116947393,391070.45116947393,0.0
SPX,5,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,110245.97247499999,47932.467843,47932.467843,0.0
SPX,6,2025-10-10 21:19:03.101000+00:00,2025-10-10 21:19:03.101000+00:00,0.0,6.589044000000003,4.782524,4.782524,0.0
SPX,7,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,352987.5535429956,244521.96844899555,244521.96844899555,0.0
SPX,8,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,682438.406792346,174962.49100937988,174962.49100937988,0.0
SPX,9,2025-10-10 21:19:34.026000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,10194.033945,7597.744097000001,7597.744097000001,0.0
SPX,10,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,19046.370018689206,6688.940525288661,6688.940525288661,0.0
SPX,11,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,1545.3649516599178,1522.6589904484927,1522.6589904484927,0.0
SPX,12,2025-10-10 21:19:52.582000+00:00,2025-10-10 21:19:52.582000+00:00,0.0,10285.102462153642,214.2625812817704,214.2625812817704,0.0
SPX,13,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,842127.3522311043,390760.9684841042,390760.9684841042,0.0
STBL,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,123416.625061,49262.844484999994,49262.844484999994,0.0
STBL,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,1008866.9431198998,558009.0363208997,558009.0363208997,0.0
STBL,3,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,3587767.2522500004,128682.711916,128682.711916,0.0
STBL,4,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,3346295.9369686116,545412.1797618098,545412.1797618098,0.0
STBL,5,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,774085.7560339256,282735.6894785491,282735.6894785491,0.0
STBL,6,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,995872.3546960001,984303.256439,984303.256439,0.0
STBL,7,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,2049.5874637113498,43.743381612919855,43.743381612919855,0.0
STBL,8,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,4134.78025093758,3658.875277077315,3658.875277077315,0.0
STBL,9,2025-10-10 21:19:34.026000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,10441.012848000002,9311.078381,9311.078381,0.0
STBL,10,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,1226636.9509800002,123495.93372,123495.93372,0.0
STBL,11,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,27702.719496547787,207.14362642618,207.14362642618,0.0
STBL,12,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,27746.88783889132,4609.83547922526,4609.83547922526,0.0
STRK,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,220134.7096109999,205484.97848499988,205484.97848499988,0.0
STRK,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,79125.43781899997,73645.52247599998,73645.52247599998,0.0
STRK,3,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,15.15017999999975,4.992928,4.992928,0.0
STRK,4,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,1166.4411920000007,484.631032,484.631032,0.0
STRK,5,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,142015.7870859989,72573.36074093345,72220.39103193114,0.0,69795.39605406775
STRK,6,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,17833.14951797876,17454.474652510402,17454.474652510402,0.0
STRK,7,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,34265.06180199876,1031204.5471709998,80075.06189699999,45810.00009500123,0.0
STRK,8,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,254293.5553196303,250230.46579274026,250230.46579274026,0.0
STRK,9,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,88110.68615000001,10030.606215999998,10030.606215999998,0.0
STRK,10,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,79352.07506517989,76089.18578029516,76089.18578029516,0.0
STRK,11,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,7152.678088,991.146963,991.146963,0.0
STRK,12,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,149510.28049009974,141543.7875335996,141543.7875335996,0.0
STRK,13,2025-10-10 21:20:11.547000+00:00,2025-10-10 21:20:11.547000+00:00,0.0,1341.9841379999998,985.583174,985.583174,0.0
STRK,14,2025-10-10 21:20:16.794000+00:00,2025-10-10 21:20:16.794000+00:00,114236.84975300182,163834.655532,152603.12547099998,38366.275717998156,0.0
STX,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,136277.650152,75986.40199099999,75986.40199099999,0.0
STX,2,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,3430.834272,708.967245,708.967245,0.0
STX,3,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,146611.71526999885,596.7151314402363,125.27098929780053,0.0,146486.44428070105
STX,4,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,252.6832238783475,147.76631892460648,147.76631892460648,0.0
STX,5,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,314.19764,226.592234,226.592234,0.0
STX,6,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,15160.679685553267,7566.989394802042,7566.989394802042,0.0
STX,7,2025-10-10 21:20:28.872000+00:00,2025-10-10 21:20:28.872000+00:00,0.0,299.37356307260484,122.12120129554484,122.12120129554484,0.0
SUI,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,145015.96283000006,115770.10318800001,115770.10318800001,0.0
SUI,2,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,72492.06028,28045.790074000004,28045.790074000004,0.0
SUI,3,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,73047.11710500001,39666.462998999996,39666.462998999996,0.0
SUI,4,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,480870.6384824051,166911.31247040522,166911.31247040522,0.0
SUI,5,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,5801473.080690565,5269418.667308775,5269418.667308775,0.0
SUI,6,2025-10-10 21:18:41.686000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,226023.02429652703,221425.92142650584,221425.92142650584,0.0
SUI,7,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:53.827000+00:00,0.0,2075610.2421016598,1634037.6348585528,1634037.6348585528,0.0
SUI,8,2025-10-10 21:19:03.101000+00:00,2025-10-10 21:19:03.101000+00:00,0.0,211741.238579,121511.27088500002,121511.27088500002,0.0
SUI,9,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,24888.698435582704,489.42890942944575,489.42890942944575,0.0
SUI,10,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,324497.82511058036,218042.26556093508,218042.26556093508,0.0
SUI,11,2025-10-10 21:19:34.026000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,33579.1456047384,28330.798745534183,28330.798745534183,0.0
SUI,12,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:50.449000+00:00,0.0,3379103.16436,37222.248147,37222.248147,0.0
SUI,13,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,3300999.061466533,473365.2283977735,473365.2283977735,0.0
SUI,14,2025-10-10 21:20:34.906000+00:00,2025-10-10 21:20:34.906000+00:00,0.0,625.0568999999999,5.641086,5.641086,0.0
SUI,15,2025-10-10 21:20:43.994000+00:00,2025-10-10 21:20:43.994000+00:00,2723.804574,2411.774615814421,99.06681357558782,0.0,2624.737760424412
SUI,16,2025-10-10 21:21:12.249000+00:00,2025-10-10 21:21:15.178000+00:00,4283.21688,7378218.364054548,29700.42488545484,25417.20800545484,0.0
SUI,17,2025-10-10 21:21:32.995000+00:00,2025-10-10 21:21:32.995000+00:00,0.0,81.005145,78.494145,78.494145,0.0
SUI,18,2025-10-10 21:22:22.621000+00:00,2025-10-10 21:22:22.621000+00:00,6507.0954919999995,23.922,23.922,0.0,6483.173492
SUPER,1,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,24144.160334,24100.941167999998,24100.941167999998,0.0
SUPER,2,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,117111.95176999999,85266.54201799998,85266.54201799998,0.0
SUSHI,1,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,58479.187439,32102.891223999995,32102.891223999995,0.0
SUSHI,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,8762.76471418196,2490.9262787340353,2490.9262787340353,0.0
SUSHI,3,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,17033.950928,16398.974208,16398.974208,0.0
SYRUP,1,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,103437.67219099999,88309.12211000003,88309.12211000003,0.0
SYRUP,2,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,245975.36346,180254.80176799998,180254.80176799998,0.0
SYRUP,3,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,11550.487139999996,217.416646,217.416646,0.0
SYRUP,4,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,9734.67836458366,5059.617647503933,5059.617647503933,0.0
TAO,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,53454.73736,28521.350298,28521.350298,0.0
TAO,2,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,434407.94797228277,387719.02930328285,387719.02930328285,0.0
TAO,3,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,927678.7923800001,814566.8784139999,814566.8784139999,0.0
TAO,4,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:53.827000+00:00,0.0,25324.035228313536,3828.8088828721034,3828.8088828721034,0.0
TAO,5,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:12.705000+00:00,4749.960312000005,19454.177571878306,19441.373331008817,14691.413019008813,0.0
TAO,6,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,790164.7117640034,3975100.258251244,3939638.2529241294,3149473.541160126,0.0
TAO,7,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,149319.94610499954,325407.9138502559,165112.76907925587,15792.822974256327,0.0
TAO,8,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,152685.26837999996,44544.736358999995,44544.736358999995,0.0
TAO,9,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,191327.79911,93897.809332,93897.809332,0.0
TAO,10,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,294827.89992000005,51661.146015000006,51661.146015000006,0.0
TIA,1,2025-10-10 21:18:32.648000+00:00,2025-10-10 21:18:35.747000+00:00,0.0,21405.061881,610.6178550000001,610.6178550000001,0.0
TIA,2,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,17151.977463999996,2824.231591,2824.231591,0.0
TIA,3,2025-10-10 21:18:53.827000+00:00,2025-10-10 21:18:53.827000+00:00,0.0,8863.776298434454,2622.1638413986716,2622.1638413986716,0.0
TIA,4,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,17459.84247186797,17458.01709597253,17458.01709597253,0.0
TIA,5,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,20072.484317,20072.484317,20072.484317,0.0
TIA,6,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.2694709999999816,341.46216000000004,116.157758,115.88828700000002,0.0
TIA,7,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,114848.38286599971,0.0,0.0,0.0,114848.38286599971
TIA,8,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,57576.18347799985,132816.4814261514,117378.3813072045,59802.19782920465,0.0
TIA,9,2025-10-10 21:20:13.964000+00:00,2025-10-10 21:20:13.964000+00:00,0.0,21665.627060000003,46.009656,46.009656,0.0
TON,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,547451.288343,119197.65150600002,119197.65150600002,0.0
TON,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,6101.1076709998815,0.0,0.0,0.0,6101.1076709998815
TON,3,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,1305376.9558004702,1305371.1095813722,1305371.1095813722,0.0
TON,4,2025-10-10 21:18:41.686000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,337908.732875,189375.467375,189375.467375,0.0
TON,5,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:08.820000+00:00,0.0,6104.7,20.233184,20.233184,0.0
TON,6,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,109752.57070203919,51471.30489003918,51471.30489003918,0.0
TON,7,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:28.995000+00:00,0.0,687881.3235655669,645962.6684678682,645962.6684678682,0.0
TON,8,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,288187.513845,115184.117768,115184.117768,0.0
TON,9,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,289110.53457099997,285116.58755599987,285116.58755599987,0.0
TRB,1,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,2015.8597180000033,0.0,0.0,0.0,2015.8597180000033
TRB,2,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,0.0,0.0,0.0,0.0
TRUMP,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,3975.5390420000003,25368.826599,14139.341319000003,10163.802277000003,0.0
TRUMP,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,1609.5069890000004,2303958.0663566426,2300773.0839546425,2299163.5769656426,0.0
TRUMP,3,2025-10-10 21:18:32.648000+00:00,2025-10-10 21:18:35.747000+00:00,29156.226740001148,0.0,0.0,0.0,29156.226740001148
TRUMP,4,2025-10-10 21:18:41.686000+00:00,2025-10-10 21:18:44.652000+00:00,30282.448465000853,195794.98090999998,954.594019,0.0,29327.854446000852
TRUMP,5,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,11304.370005000284,1151850.1936438298,1031731.8163228297,1020427.4463178294,0.0
TRUMP,6,2025-10-10 21:19:22.251000+00:00,2025-10-10 21:19:22.251000+00:00,0.0,147225.66103,9974.235641,9974.235641,0.0
TRUMP,7,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:34.026000+00:00,3.392810999999984,5022853.7812511055,2017538.9214273416,2017535.5286163415,0.0
TRUMP,8,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,1661749.6654500002,95753.06397,95753.06397,0.0
TRUMP,9,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,1067840.3911847698,39262.92692067209,39262.92692067209,0.0
TRUMP,10,2025-10-10 21:24:02.983000+00:00,2025-10-10 21:24:02.983000+00:00,0.0,1132.37841,275.16532,275.16532,0.0
TRUMP,11,2025-10-10 21:25:44.588000+00:00,2025-10-10 21:25:44.588000+00:00,0.0,0.75828547394028,0.0019536353834289978,0.0019536353834289978,0.0
TRX,1,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,66.72876000000001,27.55844,27.55844,0.0
TRX,2,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,123522.94259615746,106426.51428715745,106426.51428715745,0.0
TRX,3,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,23983.171165000014,17687.978196000004,17687.978196000004,0.0
TRX,4,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,11671.996213776772,9323.323106279642,9323.323106279642,0.0
TRX,5,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,6616.769640000005,5024.538956,5024.538956,0.0
TST,1,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,66.26476299999942,0.0,0.0,0.0,66.26476299999942
TURBO,1,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,3507.0675060000003,139.491212,139.491212,0.0
TURBO,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,3485.276252014966,1832.8525434209353,1832.8525434209353,0.0
TURBO,3,2025-10-10 21:20:48.562000+00:00,2025-10-10 21:20:48.562000+00:00,0.0,220.51824900000005,111.623988,111.623988,0.0
UNI,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,70302.05683000002,9273.017051,9273.017051,0.0
UNI,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,27776.987902034998,5008.768345941953,5008.768345941953,0.0
UNI,3,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,4043849.865843775,4043842.1401559217,4043842.1401559217,0.0
UNI,4,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,12115.421377998891,633027.704691,490443.795394,478328.3740160011,0.0
UNI,5,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,32581.629079999995,5353.40936,5353.40936,0.0
UNI,6,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:18.209000+00:00,475719.61516200134,3578145.1410358534,1177140.7640442185,701421.1488822171,0.0
UNI,7,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,9207.626317000002,550121.5588979999,334092.128027,324884.50171,0.0
UNI,8,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,29626.537032746986,18013.587584048597,18013.587584048597,0.0
UNI,9,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,22158.108648939204,11371.507648268489,11371.507648268489,0.0
UNI,10,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,15686.842142600623,14776.407835452877,14776.407835452877,0.0
UNI,11,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,368518.10062,324316.05746000004,324316.05746000004,0.0
UNI,12,2025-10-10 21:20:13.964000+00:00,2025-10-10 21:20:13.964000+00:00,0.0,11.5758,2.057912,2.057912,0.0
UNI,13,2025-10-10 21:20:28.872000+00:00,2025-10-10 21:20:28.872000+00:00,0.0,47.19884999999999,8.94294,8.94294,0.0
USUAL,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,2014.223002,1268.336784,1268.336784,0.0
USUAL,2,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,832.4218169168267,83.38136445825273,83.38136445825273,0.0
USUAL,3,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,0.0,0.0,0.0,0.0
USUAL,4,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,40167.830352,40167.830352,40167.830352,0.0
USUAL,5,2025-10-10 21:20:11.547000+00:00,2025-10-10 21:20:11.547000+00:00,0.0,370.8348804463615,367.0456598471106,367.0456598471106,0.0
VINE,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,357.368601,200291.72749599998,101590.57135499996,101233.20275399997,0.0
VINE,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,33281.106801379734,98.47779795204124,98.47779795204124,0.0
VINE,3,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,146687.4568389989,160853.24613537922,83242.02557245916,0.0,63445.43126653976
VINE,4,2025-10-10 21:18:35.747000+00:00,2025-10-10 21:18:35.747000+00:00,0.0,8419.748070134574,5775.545302387727,5775.545302387727,0.0
VINE,5,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,256166.24183313616,255560.31184711144,255560.31184711144,0.0
VINE,6,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,10104.6341,2424.247469,2424.247469,0.0
VINE,7,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,56014.489791,28708.886752,28708.886752,0.0
VINE,8,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,125446.63131005697,76452.1259673737,76452.1259673737,0.0
VINE,9,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,45510.465736,4066.747412,4066.747412,0.0
VINE,10,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,7899.41907,266.432445,266.432445,0.0
VINE,11,2025-10-10 21:20:11.547000+00:00,2025-10-10 21:20:11.547000+00:00,8.639306999999398,0.0,0.0,0.0,8.639306999999398
VIRTUAL,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,707388.260257,694202.0881590002,694202.0881590002,0.0
VIRTUAL,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,3929.8183050000002,3929.809287,3929.809287,0.0
