user,n_adl_events,median_latency_ms,share_any_nonadl_fill_5000ms,mean_undo_frac_5000ms,share_any_nonadl_fill_60000ms,mean_undo_frac_60000ms,share_any_nonadl_fill_300000ms,mean_undo_frac_300000ms,strategic_score
0x5127ffd10019726d17cd7a2e90589b4719aac678,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe86b057f5eb764c9738d6b0d38170befd0723664,10,70782.0,0.0,0.0,0.4,0.00106530500652414,0.7,0.14665335417340167,0.00042612200260965606
0xce64eaa9a56dccba613d06a862e76f1cba9ffaac,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xed62ab76b6f0f0f07c93f5e4fe78b91045f7c543,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfb7e938a3ba8221fcaaea16ce2df65309971f0af,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x58f0215e0c0d54a0e0dbda37994d31d2ee210fe7,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2eb5686f254b40517380fb64afd7a8cb3f2906b3,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8b019a23c4c5e01a4e672cd5126db8d013a4ea15,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfcedfcfbfde5979812f0c46219a06bd7cf569b3f,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x39f85341e77306b5e9be4f57ab2e327ef76debc6,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x66eaaca2fa358c113df6b5353af934974b7156c3,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8413a1b72e7990d034cf97fc248b3990f1f14f81,1,337271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6898b4a16d56802a7a5ba479728d97c3a657c28b,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa676b9c2e39cc2ba45c0b7f65595c1dfb1326238,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x196bf51da7b98feac783baefac9bacbd1bbdb69f,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2ac3499e760fd99142b164927d952ab8d2009dd5,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0ac7851ff5f202fe26fcf93644fdf218e1175247,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x543fc030db232e2f9e861dd67df363e04e01da95,1,1287834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x55c97370f353f3fd0fcd9ffb2153d6924c247414,2,113050.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0x95b05afa7d7fbfae2ef100c9f1dab4ba72836535,1,345031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf346d7118d40b6ea804b43fe7c8539eeb23dd377,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x51bac3cefd77c231d15d6a571443f05312cb5d9e,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe7c7e764ad6028b50dbf1e34437fde9020fd505c,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0cefeb5cb11a8ab051bb8489f1bdc25e7fcb8dab,12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd64d5b031aa9f5e607c25401d505d939e06f379b,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x57c840d1060a4772629e36a51beeab57d419b6fa,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf5b671de4a036ebd043a1362c760e9f320e9f15b,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9e522ac315a499f40153caf1c1cbb1eeb337a55e,1,1694232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x14209452e1d82dd0adf703454c1d1d907f142830,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0a97f3a06d49cb1331d5db02012ae75ddacb774c,1,72671.0,0.0,0.0,0.0,0.0,1.0,0.999287072243346,0.0
0x6e5d25e16e817f8ab61c00d53171d1131ad6a508,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd04f43e83f6d7c6ebea451acec1fc42d1de6ef3c,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2e663e3f18688d09ece141d1bd6c45ebf0d477e7,2,545010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb80af21d4846dc636d191fe501f50a707c4b3586,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4e04dd5f28d9be914adadc978dc5b849076b7cd8,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfca1d6f360032aed079713e5cc47e811609773de,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa51e0f7ad511109c7d0d713752c90a15a7878a53,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0a491aec5d495c38f41bcb53ea7fa75a36dfc8a5,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x24416467a3e97155b5225c36f00e33c5dae00f3a,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x566f2ea88fee4676a50a8be17558be0b9a8f5196,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x27a188be902fadcceae985426dd86aaeb088b4cd,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb23288917c65512188ea7ad998fe4009f1d82b9b,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x39de17860116527d151f318c5098aedd7a5c02bd,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf7875cf819b8b9da83b4c872334bd6f7692fa337,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x101e0a3a46a01fe4473312ed8ffa22d423973be7,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7488a5edfbecfd6fa0bac9cc94eb87b512036909,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x516be1392267d04282f102b88bb02fd276d1c228,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xdcd050fad8eaef5dc11bd25e92014d21dcada74d,3,1315142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xaf614986e122e43055fb223992b50645a669ac75,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd7a77d909c674a909da237afc99172e7089303b0,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa4d315ff2b09bfdbd37628925dacbae5d872b1a0,1,1067097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbc289a5ffad46c16910fba048c552070ce4db184,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7b094342001a209cf7b584666151cc4bc8472e7b,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1133021ac2b1f9ece3badebb6ce5563ab2faa626,2,1953268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x610cb282a9140e2635a52bcc0be1d0f6abd17a42,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5577cf7cb49eb503cde761ebf97a163ba5eac0f1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x379150f92f99c0b7f313ae5b2a8b695b2993eb21,2,327368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9a27cd3bb08ab1132b4e43ddc036513e36d45fc2,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb3fe34bfb501665f4329915a7024ba5a6bec495f,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x832c28e876bdb99147c44cd306bffeea816c98c1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x92e4ab31f8f11f65f29572c62e756b52b5eecc0c,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4fb3efabb0e51491b82a9ec0bb9badb6b0d8d787,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8311e3d4eff32c1b59b83e844bbffa824ab0f0da,1,1990854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5cf2cc2c71231c23cd5c5a008b9339da33f0fa57,1,524380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2cfe79492330bf35230b1c12154bfdfa85e8ffc7,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x88832e117f547fb7436591a2a510048104164d51,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9d0e747bc6a763562e970e7ea5fa0a485e39f199,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
